Genus,Species,Abundance,ID,Date,Transect,Site
Acropora,Acropora millepora,1,251,2/2/2005,2,South and Palfrey
Acropora,Acropora spathulata,1,251,2/2/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,15,251,2/2/2005,2,South and Palfrey
Acropora,Acropora cuneata,14,251,2/2/2005,2,South and Palfrey
Acropora,Acropora florida,1,251,2/2/2005,2,South and Palfrey
Montipora,Montipora crassituberculata,4,251,2/2/2005,2,South and Palfrey
Montipora,Montipora monasteriata,1,251,2/2/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,10,251,2/2/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,4,251,2/2/2005,2,South and Palfrey
Galaxea,Galaxea fascicularis,1,251,2/2/2005,2,South and Palfrey
Hydnophora,Hydnophora microconos,2,251,2/2/2005,2,South and Palfrey
Symphyllia,Symphyllia radians,4,251,2/2/2005,2,South and Palfrey
Favia,Favia pallida,1,251,2/2/2005,2,South and Palfrey
Favites,Favites pentagona,1,251,2/2/2005,2,South and Palfrey
Favites,Favites halicora,3,251,2/2/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,14,251,2/2/2005,2,South and Palfrey
Platygyra,Platygyra pini,1,251,2/2/2005,2,South and Palfrey
Platygyra,Platygyra daedalea,2,251,2/2/2005,2,South and Palfrey
Leptoria,Leptoria phrygia,1,251,2/2/2005,2,South and Palfrey
Montastrea,Montastrea curta,1,251,2/2/2005,2,South and Palfrey
Echinopora,Echinopora gemmacea,1,251,2/2/2005,2,South and Palfrey
Porites,Porites massive,8,251,2/2/2005,2,South and Palfrey
Acropora,Acropora humilis,2,252,2/2/2005,3,South and Palfrey
Acropora,Acropora gemmifera,3,252,2/2/2005,3,South and Palfrey
Acropora,Acropora fat dig,11,252,2/2/2005,3,South and Palfrey
Acropora,Acropora monticulosa,3,252,2/2/2005,3,South and Palfrey
Acropora,Acropora digitifera,2,252,2/2/2005,3,South and Palfrey
Acropora,Acropora nasuta,6,252,2/2/2005,3,South and Palfrey
Acropora,Acropora valida,1,252,2/2/2005,3,South and Palfrey
Acropora,Acropora secale,3,252,2/2/2005,3,South and Palfrey
Acropora,Acropora intermedia,5,252,2/2/2005,3,South and Palfrey
Acropora,Acropora yongei,2,252,2/2/2005,3,South and Palfrey
Acropora,Acropora spathulata,6,252,2/2/2005,3,South and Palfrey
Acropora,Acropora palifera,1,252,2/2/2005,3,South and Palfrey
Acropora,Acropora hyacinthus,12,252,2/2/2005,3,South and Palfrey
Acropora,Acropora cuneata,9,252,2/2/2005,3,South and Palfrey
Montipora,Montipora crassituberculata,1,252,2/2/2005,3,South and Palfrey
Montipora,Montipora grisea,1,252,2/2/2005,3,South and Palfrey
Pocillopora,Pocillopora damicornis,13,252,2/2/2005,3,South and Palfrey
Pocillopora,Pocillopora verrucosa,2,252,2/2/2005,3,South and Palfrey
Galaxea,Galaxea fascicularis,1,252,2/2/2005,3,South and Palfrey
Hydnophora,Hydnophora exesa,1,252,2/2/2005,3,South and Palfrey
Hydnophora,Hydnophora microconos,1,252,2/2/2005,3,South and Palfrey
Seriatopora,Seriatopora hystrix,1,252,2/2/2005,3,South and Palfrey
Symphyllia,Symphyllia radians,4,252,2/2/2005,3,South and Palfrey
Favia,Favia pallida,2,252,2/2/2005,3,South and Palfrey
Favites,Favites halicora,7,252,2/2/2005,3,South and Palfrey
Favites,Favites abdita,1,252,2/2/2005,3,South and Palfrey
Favites,Favites flexuosa,4,252,2/2/2005,3,South and Palfrey
Goniastrea,Goniastrea retiformis,16,252,2/2/2005,3,South and Palfrey
Goniastrea,Goniastrea aspera,1,252,2/2/2005,3,South and Palfrey
Goniastrea,Goniastrea pectinata,1,252,2/2/2005,3,South and Palfrey
Platygyra,Platygyra pini,1,252,2/2/2005,3,South and Palfrey
Platygyra,Platygyra daedalea,2,252,2/2/2005,3,South and Palfrey
Leptoria,Leptoria phrygia,1,252,2/2/2005,3,South and Palfrey
Echinopora,Echinopora gemmacea,1,252,2/2/2005,3,South and Palfrey
Coeloseris,Coeloseris mayeri,1,252,2/2/2005,3,South and Palfrey
Psammocora,Psammocora profundacella,1,252,2/2/2005,3,South and Palfrey
Coscinaraea,Coscinaraea columna,1,252,2/2/2005,3,South and Palfrey
Porites,Porites massive,20,252,2/2/2005,3,South and Palfrey
Acropora,Acropora cuneata,17,268,2/3/2005,1,South and Palfrey
Montipora,Montipora crassituberculata,3,268,2/3/2005,1,South and Palfrey
Montipora,Montipora grisea,2,268,2/3/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,16,268,2/3/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,1,268,2/3/2005,1,South and Palfrey
Stylophora,Stylophora pistillata,1,268,2/3/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,1,268,2/3/2005,1,South and Palfrey
Hydnophora,Hydnophora microconos,1,268,2/3/2005,1,South and Palfrey
Symphyllia,Symphyllia radians,2,268,2/3/2005,1,South and Palfrey
Symphyllia,Symphyllia recta,1,268,2/3/2005,1,South and Palfrey
Favites,Favites pentagona,2,268,2/3/2005,1,South and Palfrey
Favites,Favites halicora,5,268,2/3/2005,1,South and Palfrey
Favites,Favites abdita,3,268,2/3/2005,1,South and Palfrey
Favites,Favites flexuosa,2,268,2/3/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,16,268,2/3/2005,1,South and Palfrey
Goniastrea,Goniastrea pectinata,1,268,2/3/2005,1,South and Palfrey
Platygyra,Platygyra pini,1,268,2/3/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,2,268,2/3/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,4,268,2/3/2005,1,South and Palfrey
Montastrea,Montastrea curta,2,268,2/3/2005,1,South and Palfrey
Leptastrea,Leptastrea pruinosa,1,268,2/3/2005,1,South and Palfrey
Cyphastrea,Cyphastrea serailia,1,268,2/3/2005,1,South and Palfrey
Montastrea,Montastrea valenciennesi,1,268,2/3/2005,1,South and Palfrey
Goniopora,goniopora tenuidens,1,268,2/3/2005,1,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,268,2/3/2005,1,South and Palfrey
Porites,Porites massive,26,268,2/3/2005,1,South and Palfrey
Acropora,Acropora humilis,2,268,2/3/2005,1,South and Palfrey
Acropora,Acropora gemmifera,6,268,2/3/2005,1,South and Palfrey
Acropora,Acropora fat dig,14,268,2/3/2005,1,South and Palfrey
Acropora,Acropora digitifera,2,268,2/3/2005,1,South and Palfrey
Acropora,Acropora nasuta,5,268,2/3/2005,1,South and Palfrey
Acropora,Acropora valida,15,268,2/3/2005,1,South and Palfrey
Acropora,Acropora robusta,1,268,2/3/2005,1,South and Palfrey
Acropora,Acropora intermedia,2,268,2/3/2005,1,South and Palfrey
Acropora,Acropora yongei,1,268,2/3/2005,1,South and Palfrey
Acropora,Acropora millepora,1,268,2/3/2005,1,South and Palfrey
Acropora,Acropora spathulata,3,268,2/3/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,15,268,2/3/2005,1,South and Palfrey
Acropora,Acropora humilis,2,269,2/3/2005,2,South and Palfrey
Acropora,Acropora gemmifera,6,269,2/3/2005,2,South and Palfrey
Acropora,Acropora fat dig,12,269,2/3/2005,2,South and Palfrey
Acropora,Acropora monticulosa,1,269,2/3/2005,2,South and Palfrey
Acropora,Acropora digitifera,4,269,2/3/2005,2,South and Palfrey
Acropora,Acropora nasuta,9,269,2/3/2005,2,South and Palfrey
Acropora,Acropora valida,8,269,2/3/2005,2,South and Palfrey
Acropora,Acropora secale,3,269,2/3/2005,2,South and Palfrey
Acropora,Acropora divaricata,1,269,2/3/2005,2,South and Palfrey
Acropora,Acropora muricata,5,269,2/3/2005,2,South and Palfrey
Acropora,Acropora intermedia,2,269,2/3/2005,2,South and Palfrey
Acropora,Acropora yongei,1,269,2/3/2005,2,South and Palfrey
Acropora,Acropora millepora,3,269,2/3/2005,2,South and Palfrey
Acropora,Acropora spathulata,3,269,2/3/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,15,269,2/3/2005,2,South and Palfrey
Acropora,Acropora loripes,4,269,2/3/2005,2,South and Palfrey
Acropora,Acropora cuneata,16,269,2/3/2005,2,South and Palfrey
Acropora,Acropora latistella,1,269,2/3/2005,2,South and Palfrey
Acropora,Acropora florida,1,269,2/3/2005,2,South and Palfrey
Montipora,Montipora monasteriata,1,269,2/3/2005,2,South and Palfrey
Porites,Porites massive,17,269,2/3/2005,2,South and Palfrey
Montipora,Montipora crassituberculata,4,269,2/3/2005,2,South and Palfrey
Montipora,Montipora grisea,1,269,2/3/2005,2,South and Palfrey
Montipora,Montipora caliculata,1,269,2/3/2005,2,South and Palfrey
Montipora,Montipora danae,1,269,2/3/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,10,269,2/3/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,3,269,2/3/2005,2,South and Palfrey
Hydnophora,Hydnophora microconos,2,269,2/3/2005,2,South and Palfrey
Seriatopora,Seriatopora hystrix,3,269,2/3/2005,2,South and Palfrey
Symphyllia,Symphyllia recta,1,269,2/3/2005,2,South and Palfrey
Favia,Favia pallida,1,269,2/3/2005,2,South and Palfrey
Favites,Favites pentagona,1,269,2/3/2005,2,South and Palfrey
Favites,Favites halicora,3,269,2/3/2005,2,South and Palfrey
Favites,Favites abdita,3,269,2/3/2005,2,South and Palfrey
Favites,Favites flexuosa,2,269,2/3/2005,2,South and Palfrey
Goniastrea,Goniastrea edwardsi,1,269,2/3/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,11,269,2/3/2005,2,South and Palfrey
Platygyra,Platygyra pini,3,269,2/3/2005,2,South and Palfrey
Platygyra,Platygyra daedalea,5,269,2/3/2005,2,South and Palfrey
Leptoria,Leptoria phrygia,2,269,2/3/2005,2,South and Palfrey
Cyphastrea,Cyphastrea chalcidicum,1,269,2/3/2005,2,South and Palfrey
Cyphastrea,Cyphastrea serailia,1,269,2/3/2005,2,South and Palfrey
Coscinaraea,Coscinaraea columna,1,269,2/3/2005,2,South and Palfrey
Leptastrea,Leptastrea transversa,1,269,2/3/2005,2,South and Palfrey
Acropora,Acropora humilis,3,277,2/3/2005,3,South and Palfrey
Acropora,Acropora gemmifera,1,277,2/3/2005,3,South and Palfrey
Acropora,Acropora fat dig,14,277,2/3/2005,3,South and Palfrey
Acropora,Acropora monticulosa,1,277,2/3/2005,3,South and Palfrey
Acropora,Acropora nasuta,13,277,2/3/2005,3,South and Palfrey
Acropora,Acropora valida,10,277,2/3/2005,3,South and Palfrey
Acropora,Acropora muricata,2,277,2/3/2005,3,South and Palfrey
Acropora,Acropora robusta,1,277,2/3/2005,3,South and Palfrey
Acropora,Acropora tenuis,1,277,2/3/2005,3,South and Palfrey
Acropora,Acropora millepora,3,277,2/3/2005,3,South and Palfrey
Acropora,Acropora spathulata,6,277,2/3/2005,3,South and Palfrey
Acropora,Acropora hyacinthus,27,277,2/3/2005,3,South and Palfrey
Acropora,Acropora loripes,3,277,2/3/2005,3,South and Palfrey
Acropora,Acropora palifera,2,277,2/3/2005,3,South and Palfrey
Acropora,Acropora cuneata,13,277,2/3/2005,3,South and Palfrey
Acropora,Acropora florida,1,277,2/3/2005,3,South and Palfrey
Pocillopora,Pocillopora damicornis,14,277,2/3/2005,3,South and Palfrey
Pocillopora,Pocillopora verrucosa,6,277,2/3/2005,3,South and Palfrey
Pocillopora,Pocillopora eydouxi,1,277,2/3/2005,3,South and Palfrey
Galaxea,Galaxea fascicularis,2,277,2/3/2005,3,South and Palfrey
Hydnophora,Hydnophora microconos,4,277,2/3/2005,3,South and Palfrey
Symphyllia,Symphyllia radians,1,277,2/3/2005,3,South and Palfrey
Symphyllia,Symphyllia recta,3,277,2/3/2005,3,South and Palfrey
Favia,Favia stelligera,1,277,2/3/2005,3,South and Palfrey
Favia,Favia matthaii,2,277,2/3/2005,3,South and Palfrey
Favia,Favia pallida,2,277,2/3/2005,3,South and Palfrey
Favites,Favites pentagona,2,277,2/3/2005,3,South and Palfrey
Favites,Favites halicora,8,277,2/3/2005,3,South and Palfrey
Favites,Favites abdita,5,277,2/3/2005,3,South and Palfrey
Favites,Favites flexuosa,3,277,2/3/2005,3,South and Palfrey
Goniastrea,Goniastrea retiformis,8,277,2/3/2005,3,South and Palfrey
Platygyra,Platygyra pini,2,277,2/3/2005,3,South and Palfrey
Platygyra,Platygyra sinensis,1,277,2/3/2005,3,South and Palfrey
Platygyra,Platygyra daedalea,7,277,2/3/2005,3,South and Palfrey
Leptoria,Leptoria phrygia,1,277,2/3/2005,3,South and Palfrey
Montastrea,Montastrea curta,2,277,2/3/2005,3,South and Palfrey
Montastrea,Montastrea annuligera,1,277,2/3/2005,3,South and Palfrey
Cyphastrea,Cyphastrea serailia,1,277,2/3/2005,3,South and Palfrey
Platygyra,Platygyra verweyi,1,277,2/3/2005,3,South and Palfrey
Psammocora,Psammocora superficialis,1,277,2/3/2005,3,South and Palfrey
Porites,Porites massive,40,277,2/3/2005,3,South and Palfrey
Acropora,Acropora gemmifera,4,292,2/4/2005,1,South and Palfrey
Acropora,Acropora fat dig,6,292,2/4/2005,1,South and Palfrey
Acropora,Acropora digitifera,2,292,2/4/2005,1,South and Palfrey
Acropora,Acropora nasuta,8,292,2/4/2005,1,South and Palfrey
Acropora,Acropora valida,12,292,2/4/2005,1,South and Palfrey
Acropora,Acropora intermedia,4,292,2/4/2005,1,South and Palfrey
Acropora,Acropora yongei,2,292,2/4/2005,1,South and Palfrey
Acropora,Acropora millepora,2,292,2/4/2005,1,South and Palfrey
Acropora,Acropora spathulata,1,292,2/4/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,13,292,2/4/2005,1,South and Palfrey
Acropora,Acropora loripes,3,292,2/4/2005,1,South and Palfrey
Acropora,Acropora palifera,3,292,2/4/2005,1,South and Palfrey
Acropora,Acropora cuneata,17,292,2/4/2005,1,South and Palfrey
Acropora,Acropora microclados,1,292,2/4/2005,1,South and Palfrey
Acropora,Acropora latistella,1,292,2/4/2005,1,South and Palfrey
Acropora,Acropora florida,1,292,2/4/2005,1,South and Palfrey
Montipora,Montipora grisea,2,292,2/4/2005,1,South and Palfrey
Montipora,Montipora danae,1,292,2/4/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,11,292,2/4/2005,1,South and Palfrey
Pocillopora,Pocillopora verrucosa,6,292,2/4/2005,1,South and Palfrey
Stylophora,Stylophora pistillata,1,292,2/4/2005,1,South and Palfrey
Symphyllia,Symphyllia radians,3,292,2/4/2005,1,South and Palfrey
Favia,Favia matthaii,1,292,2/4/2005,1,South and Palfrey
Favia,Favia pallida,3,292,2/4/2005,1,South and Palfrey
Favites,Favites halicora,4,292,2/4/2005,1,South and Palfrey
Favites,Favites abdita,3,292,2/4/2005,1,South and Palfrey
Favites,Favites flexuosa,3,292,2/4/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,7,292,2/4/2005,1,South and Palfrey
Goniastrea,Goniastrea aspera,2,292,2/4/2005,1,South and Palfrey
Goniastrea,Goniastrea pectinata,2,292,2/4/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,4,292,2/4/2005,1,South and Palfrey
Platygyra,Platygyra lamellina,2,292,2/4/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,2,292,2/4/2005,1,South and Palfrey
Leptastrea,Leptastrea purpurea,2,292,2/4/2005,1,South and Palfrey
Leptastrea,Leptastrea transversa,1,292,2/4/2005,1,South and Palfrey
Cyphastrea,Cyphastrea serailia,2,292,2/4/2005,1,South and Palfrey
Porites,Porites massive,22,292,2/4/2005,1,South and Palfrey
Acropora,Acropora humilis,1,293,2/4/2005,2,South and Palfrey
Acropora,Acropora gemmifera,1,293,2/4/2005,2,South and Palfrey
Acropora,Acropora fat dig,7,293,2/4/2005,2,South and Palfrey
Acropora,Acropora nasuta,4,293,2/4/2005,2,South and Palfrey
Acropora,Acropora valida,13,293,2/4/2005,2,South and Palfrey
Acropora,Acropora muricata,2,293,2/4/2005,2,South and Palfrey
Acropora,Acropora tenuis,1,293,2/4/2005,2,South and Palfrey
Acropora,Acropora yongei,3,293,2/4/2005,2,South and Palfrey
Acropora,Acropora millepora,1,293,2/4/2005,2,South and Palfrey
Acropora,Acropora spathulata,1,293,2/4/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,15,293,2/4/2005,2,South and Palfrey
Acropora,Acropora loripes,1,293,2/4/2005,2,South and Palfrey
Acropora,Acropora cuneata,10,293,2/4/2005,2,South and Palfrey
Montipora,Montipora crassituberculata,1,293,2/4/2005,2,South and Palfrey
Montipora,Montipora monasteriata,1,293,2/4/2005,2,South and Palfrey
Montipora,Montipora grisea,3,293,2/4/2005,2,South and Palfrey
Pocillopora,Pocillopora damicornis,14,293,2/4/2005,2,South and Palfrey
Pocillopora,Pocillopora verrucosa,3,293,2/4/2005,2,South and Palfrey
Hydnophora,Hydnophora exesa,1,293,2/4/2005,2,South and Palfrey
Hydnophora,Hydnophora microconos,1,293,2/4/2005,2,South and Palfrey
Seriatopora,Seriatopora hystrix,1,293,2/4/2005,2,South and Palfrey
Turbinaria,Turbinaria stellulata,1,293,2/4/2005,2,South and Palfrey
Symphyllia,Symphyllia radians,1,293,2/4/2005,2,South and Palfrey
Symphyllia,Symphyllia recta,2,293,2/4/2005,2,South and Palfrey
Favia,Favia pallida,3,293,2/4/2005,2,South and Palfrey
Favites,Favites halicora,3,293,2/4/2005,2,South and Palfrey
Favites,Favites abdita,3,293,2/4/2005,2,South and Palfrey
Favites,Favites flexuosa,1,293,2/4/2005,2,South and Palfrey
Goniastrea,Goniastrea retiformis,6,293,2/4/2005,2,South and Palfrey
Goniastrea,Goniastrea pectinata,1,293,2/4/2005,2,South and Palfrey
Platygyra,Platygyra pini,1,293,2/4/2005,2,South and Palfrey
Platygyra,Platygyra daedalea,1,293,2/4/2005,2,South and Palfrey
Leptoria,Leptoria phrygia,1,293,2/4/2005,2,South and Palfrey
Leptastrea,Leptastrea transversa,1,293,2/4/2005,2,South and Palfrey
Cyphastrea,Cyphastrea serailia,2,293,2/4/2005,2,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,293,2/4/2005,2,South and Palfrey
Coeloseris,Coeloseris mayeri,2,293,2/4/2005,2,South and Palfrey
Echinopora,Echinopora horrida,1,293,2/4/2005,2,South and Palfrey
Pavona,Pavona varians,1,293,2/4/2005,2,South and Palfrey
Porites,Porites massive,13,293,2/4/2005,2,South and Palfrey
Acropora,Acropora humilis,4,294,2/4/2005,3,South and Palfrey
Acropora,Acropora gemmifera,8,294,2/4/2005,3,South and Palfrey
Acropora,Acropora fat dig,9,294,2/4/2005,3,South and Palfrey
Acropora,Acropora nasuta,6,294,2/4/2005,3,South and Palfrey
Acropora,Acropora valida,8,294,2/4/2005,3,South and Palfrey
Acropora,Acropora secale,2,294,2/4/2005,3,South and Palfrey
Acropora,Acropora lutkeni,1,294,2/4/2005,3,South and Palfrey
Acropora,Acropora muricata,1,294,2/4/2005,3,South and Palfrey
Acropora,Acropora intermedia,3,294,2/4/2005,3,South and Palfrey
Acropora,Acropora tenuis,2,294,2/4/2005,3,South and Palfrey
Acropora,Acropora yongei,1,294,2/4/2005,3,South and Palfrey
Acropora,Acropora millepora,1,294,2/4/2005,3,South and Palfrey
Acropora,Acropora spathulata,3,294,2/4/2005,3,South and Palfrey
Acropora,Acropora hyacinthus,6,294,2/4/2005,3,South and Palfrey
Acropora,Acropora palifera,1,294,2/4/2005,3,South and Palfrey
Acropora,Acropora cuneata,16,294,2/4/2005,3,South and Palfrey
Acropora,Acropora florida,1,294,2/4/2005,3,South and Palfrey
Astreopora,Astreopora myriophthalma,1,294,2/4/2005,3,South and Palfrey
Montipora,Montipora crassituberculata,4,294,2/4/2005,3,South and Palfrey
Montipora,Montipora monasteriata,2,294,2/4/2005,3,South and Palfrey
Montipora,Montipora grisea,1,294,2/4/2005,3,South and Palfrey
Montipora,Montipora efflorescens,1,294,2/4/2005,3,South and Palfrey
Montipora,Montipora caliculata,1,294,2/4/2005,3,South and Palfrey
Montipora,Montipora foveolata,1,294,2/4/2005,3,South and Palfrey
Pocillopora,Pocillopora damicornis,16,294,2/4/2005,3,South and Palfrey
Pocillopora,Pocillopora verrucosa,4,294,2/4/2005,3,South and Palfrey
Galaxea,Galaxea fascicularis,1,294,2/4/2005,3,South and Palfrey
Hydnophora,Hydnophora microconos,2,294,2/4/2005,3,South and Palfrey
Symphyllia,Symphyllia radians,2,294,2/4/2005,3,South and Palfrey
Favia,Favia stelligera,1,294,2/4/2005,3,South and Palfrey
Favia,Favia matthaii,1,294,2/4/2005,3,South and Palfrey
Favia,Favia pallida,3,294,2/4/2005,3,South and Palfrey
Favites,Favites pentagona,2,294,2/4/2005,3,South and Palfrey
Favites,Favites halicora,9,294,2/4/2005,3,South and Palfrey
Favites,Favites abdita,10,294,2/4/2005,3,South and Palfrey
Favites,Favites flexuosa,2,294,2/4/2005,3,South and Palfrey
Goniastrea,Goniastrea retiformis,11,294,2/4/2005,3,South and Palfrey
Goniastrea,Goniastrea aspera,2,294,2/4/2005,3,South and Palfrey
Goniastrea,Goniastrea pectinata,1,294,2/4/2005,3,South and Palfrey
Platygyra,Platygyra sinensis,1,294,2/4/2005,3,South and Palfrey
Platygyra,Platygyra daedalea,6,294,2/4/2005,3,South and Palfrey
Platygyra,Platygyra lamellina,1,294,2/4/2005,3,South and Palfrey
Leptoria,Leptoria phrygia,1,294,2/4/2005,3,South and Palfrey
Leptastrea,Leptastrea transversa,1,294,2/4/2005,3,South and Palfrey
Cyphastrea,Cyphastrea microphthalma,1,294,2/4/2005,3,South and Palfrey
Porites,Porites massive,28,294,2/4/2005,3,South and Palfrey
Acropora,Acropora humilis,1,295,2/4/2005,4,South and Palfrey
Acropora,Acropora gemmifera,5,295,2/4/2005,4,South and Palfrey
Acropora,Acropora fat dig,8,295,2/4/2005,4,South and Palfrey
Acropora,Acropora monticulosa,1,295,2/4/2005,4,South and Palfrey
Acropora,Acropora digitifera,1,295,2/4/2005,4,South and Palfrey
Acropora,Acropora nasuta,6,295,2/4/2005,4,South and Palfrey
Acropora,Acropora cerealis,1,295,2/4/2005,4,South and Palfrey
Acropora,Acropora valida,11,295,2/4/2005,4,South and Palfrey
Acropora,Acropora muricata,3,295,2/4/2005,4,South and Palfrey
Acropora,Acropora robusta,1,295,2/4/2005,4,South and Palfrey
Acropora,Acropora intermedia,1,295,2/4/2005,4,South and Palfrey
Acropora,Acropora tenuis,1,295,2/4/2005,4,South and Palfrey
Acropora,Acropora spathulata,2,295,2/4/2005,4,South and Palfrey
Acropora,Acropora hyacinthus,14,295,2/4/2005,4,South and Palfrey
Acropora,Acropora loripes,2,295,2/4/2005,4,South and Palfrey
Acropora,Acropora palifera,1,295,2/4/2005,4,South and Palfrey
Acropora,Acropora cuneata,13,295,2/4/2005,4,South and Palfrey
Montipora,Montipora crassituberculata,1,295,2/4/2005,4,South and Palfrey
Montipora,Montipora danae,1,295,2/4/2005,4,South and Palfrey
Pocillopora,Pocillopora damicornis,11,295,2/4/2005,4,South and Palfrey
Pocillopora,Pocillopora verrucosa,5,295,2/4/2005,4,South and Palfrey
Hydnophora,Hydnophora microconos,2,295,2/4/2005,4,South and Palfrey
Favia,Favia matthaii,2,295,2/4/2005,4,South and Palfrey
Favia,Favia pallida,4,295,2/4/2005,4,South and Palfrey
Favia,Favia favus,1,295,2/4/2005,4,South and Palfrey
Favites,Favites pentagona,1,295,2/4/2005,4,South and Palfrey
Favites,Favites halicora,5,295,2/4/2005,4,South and Palfrey
Favites,Favites abdita,4,295,2/4/2005,4,South and Palfrey
Goniastrea,Goniastrea retiformis,13,295,2/4/2005,4,South and Palfrey
Platygyra,Platygyra daedalea,5,295,2/4/2005,4,South and Palfrey
Leptoria,Leptoria phrygia,2,295,2/4/2005,4,South and Palfrey
Montastrea,Montastrea curta,1,295,2/4/2005,4,South and Palfrey
Cyphastrea,Cyphastrea serailia,2,295,2/4/2005,4,South and Palfrey
Acanthastrea,Acanthastrea hemprichii,2,295,2/4/2005,4,South and Palfrey
Montastrea,Montastrea valenciennesi,1,295,2/4/2005,4,South and Palfrey
Porites,Porites massive,10,295,2/4/2005,4,South and Palfrey
Favia,Favia pallida,3,298,2/6/2005,1,South and Palfrey
Favites,Favites halicora,5,298,2/6/2005,1,South and Palfrey
Favites,Favites abdita,1,298,2/6/2005,1,South and Palfrey
Goniastrea,Goniastrea retiformis,8,298,2/6/2005,1,South and Palfrey
Goniastrea,Goniastrea aspera,2,298,2/6/2005,1,South and Palfrey
Goniastrea,Goniastrea pectinata,3,298,2/6/2005,1,South and Palfrey
Platygyra,Platygyra sinensis,1,298,2/6/2005,1,South and Palfrey
Platygyra,Platygyra daedalea,5,298,2/6/2005,1,South and Palfrey
Platygyra,Platygyra lamellina,1,298,2/6/2005,1,South and Palfrey
Leptoria,Leptoria phrygia,4,298,2/6/2005,1,South and Palfrey
Cyphastrea,Cyphastrea serailia,2,298,2/6/2005,1,South and Palfrey
Cyphastrea,Cyphastrea chalcidicum,3,298,2/6/2005,1,South and Palfrey
Echinopora,Echinopora horrida,2,298,2/6/2005,1,South and Palfrey
Favia,Favia rotundata,1,298,2/6/2005,1,South and Palfrey
Porites,Porites massive,21,298,2/6/2005,1,South and Palfrey
Acropora,Acropora humilis,1,298,2/6/2005,1,South and Palfrey
Acropora,Acropora gemmifera,2,298,2/6/2005,1,South and Palfrey
Acropora,Acropora fat dig,17,298,2/6/2005,1,South and Palfrey
Acropora,Acropora monticulosa,2,298,2/6/2005,1,South and Palfrey
Acropora,Acropora digitifera,1,298,2/6/2005,1,South and Palfrey
Acropora,Acropora nasuta,7,298,2/6/2005,1,South and Palfrey
Acropora,Acropora valida,3,298,2/6/2005,1,South and Palfrey
Acropora,Acropora intermedia,3,298,2/6/2005,1,South and Palfrey
Acropora,Acropora tenuis,1,298,2/6/2005,1,South and Palfrey
Acropora,Acropora millepora,1,298,2/6/2005,1,South and Palfrey
Acropora,Acropora hyacinthus,3,298,2/6/2005,1,South and Palfrey
Acropora,Acropora loripes,3,298,2/6/2005,1,South and Palfrey
Acropora,Acropora palifera,4,298,2/6/2005,1,South and Palfrey
Acropora,Acropora cuneata,10,298,2/6/2005,1,South and Palfrey
Acropora,Acropora florida,1,298,2/6/2005,1,South and Palfrey
Montipora,Montipora monasteriata,2,298,2/6/2005,1,South and Palfrey
Montipora,Montipora grisea,2,298,2/6/2005,1,South and Palfrey
Pocillopora,Pocillopora damicornis,6,298,2/6/2005,1,South and Palfrey
Stylophora,Stylophora pistillata,1,298,2/6/2005,1,South and Palfrey
Galaxea,Galaxea fascicularis,5,298,2/6/2005,1,South and Palfrey
Hydnophora,Hydnophora exesa,1,298,2/6/2005,1,South and Palfrey
Turbinaria,Turbinaria stellulata,1,298,2/6/2005,1,South and Palfrey
Symphyllia,Symphyllia recta,2,298,2/6/2005,1,South and Palfrey
Favia,Favia stelligera,2,298,2/6/2005,1,South and Palfrey
Favia,Favia matthaii,1,298,2/6/2005,1,South and Palfrey
Acropora,Acropora nasuta,2,299,2/6/2005,2,South and Palfrey
Acropora,Acropora gemmifera,1,299,2/6/2005,2,South and Palfrey
Acropora,Acropora fat dig,6,299,2/6/2005,2,South and Palfrey
Acropora,Acropora digitifera,2,299,2/6/2005,2,South and Palfrey
Acropora,Acropora cerealis,1,299,2/6/2005,2,South and Palfrey
Acropora,Acropora valida,7,299,2/6/2005,2,South and Palfrey
Acropora,Acropora millepora,2,299,2/6/2005,2,South and Palfrey
Acropora,Acropora hyacinthus,6,299,2/6/2005,2,South and Palfrey
Acropora,Acropora cuneata,2,299,2/6/2005,2,South and Palfrey
